season,episode,character_killed,killer,method,method_cat,reason,location,allegiance,importance,
7,6,Wight,Rhaegal,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Rhaegal,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Rhaegal,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Rhaegal,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Rhaegal,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Rhaegal,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Rhaegal,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Rhaegal,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Rhaegal,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Drogon,Dragonfire,Animal,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Viserion,Night King,Ice spear,Polearm,Killed by the Night King when Daenerys goes to rescue Jon Snow and the other members of the wight hunt party. (Later resurrected as a wight.),Beyond the Wall,House Targaryen,4,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Jon Snow,Sword (Longclaw),Blade,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,None,Drowning,Other,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,None,Drowning,Other,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,None,Drowning,Other,"Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Wight,Benjen Stark,Flame flail,Fire/Burning,"Killed when Benjen Stark rescued Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,None,1,
7,6,Benjen Stark,Wight,Unknown,Unknown,"Killed after rescuing Jon Snow after Jon was left behind, assumed dead, after the wight hunt.",Beyond the Wall,"House Stark, Night‘s Watch",3,
7,7,Wight,Jon Snow,Dragonglass knife,Blade,Used in a demonstration to Cersei Lannister as proof of the Night King’s threat.,King’s Landing,None,1,
7,7,Petyr Baelish,Arya Stark,Valyrian steel dagger,Blade,"Attempted to pit Sansa and Arya against each other, as well as a multitude of other crimes. Executed on Sansa’s orders.",Winterfell,"House Baelish, House Stark, House Arryn",4,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
7,7,Wildling/Night’s Watch brother,Viserion,Falling,Falling,"Killed when the Night King used Viserion, who was resurrected as a wight, to breach the Wall at Eastwatch.",The Wall,"Free Folk, Night‘s Watch",1,
8,1,Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),1,
8,1,Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),1,
8,1,Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),1,
8,1,Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),1,
8,1,Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),1,
8,1,Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),1,
8,1,Greyjoy (Euron-aligned) soldier,Greyjoy (Yara-aligned) soldier,Arrow,Arrow,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),1,
8,1,Greyjoy (Euron-aligned) soldier,Theon Grejoy,Axe,Axe,"Theon boarded Euron’s ship in the dead of night to rescue Yara, who had been taken prisoner.",King’s Landing,House Greyjoy (Euron-aligned),1,
8,1,Ned Umber,Unknown,Unknown,Unknown,"Killed when the Night King attacked the Umber castle, which was closest to the breach in the Wall.",Last Hearth,"House Umber, House Stark",2,
8,1,Ned Umber (Wight),Beric Dondarrion,Flaming sword,Fire/Burning,Was reanimated as a wight and then pinned to a wall as part of a message from the Night King. Set on fire when found in the Umber castle by humans.,Last Hearth,None,2,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Wight,Unknown,Flaming trebuchet projectile,Other,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Qhono,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,2,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
8,3,Horse,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,None,1,
8,3,Dothraki rider,Wight,Unknown,Unknown,Killed during the Battle of Winterfell,Winterfell,House Targaryen,1,
